title,content,theme,label
"Is Jared Leto, 45, Crushing On 19-Year-old Paris Jackson?
","'He fears his career is over. His wife is angered that he has embarrassed her and their daughters.'
",celebrity,0
"Selena Gomez Is ‘Crazy In Love’ With Justin After Reuniting: She’s ‘Light & Joyful’
","Bush refused to comment on the article to Page Six, telling the site: 'I cannot take this call.'
",celebrity,0
"Justin Bieber apparently wrote a ‘Love Bible’ about Selena Gomez, and it’s sweet but super weird
","Davis has also never released a statement about the incident, but on Saturday she did reappear on her husband's Instagram.
",celebrity,0
"Elsa ‘upset’ by Chris’ gushing about Charlize
","Bush returned to social media nearly two weeks after first confirming he was leaving The Today Show, posting a picture of him and Davis in the great outdoors.
",celebrity,0
"Retiring Soon? Kanye West Is Stepping Away From Spotlight
","'Hiking with lady long legs,' he wrote in the caption. 'Nice to get out.'
",celebrity,0
"Devastated Johnny Depp Begging For Ex-Wife Vanessa Paradis Back!
","It was the first photo Bush, 45, had shared on Instagram in three weeks.
",celebrity,0
"What Taylor Swift's New Make-Under Really Means
","Davis features prominently in Bush's Instagram, most recently visiting him in New York with their daughters just before the hot mic scandal.
",celebrity,0
"Did Meek Mill Find Nicki Minaj In A Lesbian Tryst With Young M.A.?
","'Teaching the squad about the NYC Subway ONLY way to go,' Bush wrote in one caption, adding that his daughters hated when he said the word 'squad'.
",celebrity,0
"Jennifer Aniston Doubts Justin Bieber Is The Right Man For Selena Gomez
","In another photo him and Davis posted with their daughter on her 18th birthday as she received her first tattoo.
",celebrity,0
"PLOT TWIST IN 'FATHER-SON' MOVIEMAKER MYSTERY
","Bush, who worked at Access Hollywood for 15 years, had only held his new job at Today for two months when he was given the boot following the Trump scandal.
",celebrity,0
"Tom Hiddleston Stunned Taylor Swift Referenced Him On New Album: Here’s Why
","Matt Lauer confirmed Bush's contract had been terminated 'effective immediately' on an episode of the Today Show last week.
",celebrity,0
"Social Media Addicted Kim Kardashian Slammed For Ignoring No-Phone Rule At Serena Williams’ Wedding!
","Lauer closed out by saying: 'All of us here at Today wish Billy the very best.'
",celebrity,0
"Kathy Griffin Wants To Get Roasted On Comedy Central, Thinks It May Save Her Career
","Tamron Hall also acknowledged Bush's departure later in the show, saying: 'As a longtime member of the NBC family, we wish Billy all the best as he moves forward.'
",celebrity,0
"Kendall & Kylie Who? Caitlyn Jenner Jump-Starts Adoption Plans
","Bush said in a statement following the announcement that he was 'deeply grateful' for the conversations he'd had with his three teenage daughters.
",celebrity,0
"'Fifty Shades Darker' Update: Jamie Dornan, Dakota Johnson split after feuding on set; Film's release delayed?
","'I look forward to what lies ahead,' he added.
",celebrity,0
"George Clooney's $220M Wedding Disaster - Prenup Feud, Guest List Flub & Planner Quit!
","Although speculation has swirled regarding where Bush might go next - including to the rumored future Trump TV - he has not yet confirmed his next step.
",celebrity,0
"Angelina Jolie & Amal Alamuddin: It's War!
","Instead it seems Bush has been busy trying to return to life in Los Angeles, even putting up his luxury Manhattan townhouse on the market for $8.2million.
",celebrity,0
"Lindsay Lohan Doing Drugs on Oprah's Dime!
","Bush had purchased the building for $8.8million just last December.
",celebrity,0
"Kanye West Is Reportedly in Talks to Judge an 'American Idol' Reboot
","It was initially reported that Bush walked away from NBC with $10million, but both his lawyer and additional sources said the figure was inaccurate.
",celebrity,0
"Jennifer Aniston Cheated On Brad Pitt With Matt LeBlanc While Married? - Report
","Instead it is believed NBC would only pay some of the remainder of Bush's $3million-a-year contract, according to CNN Money.
",celebrity,0
"Kim Kardashian ‘Allergic’ To Jewelry After Traumatic Paris Robbery
","Exact details of the settlement are not known at this time but sources said the contract does not include a non-compete clause, meaning Bush can look for jobs at rivals stations.
",celebrity,0
"Kelly Ripa and Ryan Seacrest Embattled in 'Live' Feud Over 'American Idol' — ""She Feels Stabbed in the Back""
","Bush's attorney Marshall Grossman spoke with The Hollywood Reporter about the interview with Trump, saying that Bush would have been risking his job if he had not laughed at Trump's statements and made lewd comments of his own.
",celebrity,0
"GIRL ABOUT TOWN: Victoria Beckham is preparing for a fifth baby
","'If Billy had been passive or responded ""Shut the f*** up"" to Trump, Billy would have been out of a job the next day,' said Grossman.
",celebrity,0
"Blake Shelton and Lindsey Sporrer Cheating on Miranda Lambert - Divorce Expected | Celeb Dirty Laundry
","But one source told the Daily Mail Online that Bush had bragged about the tape while covering the Olympics this summer in Rio.
",celebrity,0
"Is Leonardo DiCaprio losing interest in love life amid midlife crisis?
","'What is stunning is how self-important Billy is,' the source said.
",celebrity,0
"Are Taylor Swift and Jake Gyllenhaal Dating Again?
","'Many people believe Access Hollywood management knew about this for much longer than they are saying and they were protecting Billy while not doing the right thing and informing NBC News.'
",celebrity,0
"Is Angelina Jolie Nemesis Chelsea Handler Getting Close To Brad Pitt After Heartbreaking Split?
","Get ready for more scheming from everybody’s favorite Upper East Siders! Gossip Girl has been off the air for five years, but it remains a hot commodity around the world,
",celebrity,0
"(EXCLUSIVE) Usher Cast On 'Dancing With The Stars'
","and an industry source tells Radar that plans for a movie reboot are being actively discussed at Warner Bros.
",celebrity,0
"Miley Cyrus and Liam Hemsworth End Engagement
","“They had great success with the Sex and the City films, and it makes sense to capitalize on this show in the same way,” says the insider.
",celebrity,0
"Taylor Swift: The Real Reason She Gave Selena Gomez The Challenge
","“Leighton Meester is apparently on board, and Sebastian Stan has said that he, Chace Crawford and Jessica Szohr are all hoping it’ll happen.”
",celebrity,0
"OJ’s Comeback Plan: “Dancing With The Stars"" - EXCLUSIVE
","The person to sell on the idea is Blake Lively, the source adds. “A couple of years ago she would never have agreed,
",celebrity,0
"Selena's Pals Want Justin Bieber Back To Being An Ex
","but now that she’s established an identity apart from the show, she seems more open to it. They’re all feeling a bit nostalgic —
",celebrity,0
"Omg! Kendall and Scott's Secret Hookup Revealed
","For the past several years, actor Tom Hiddleston has been a fan favorite at the San Diego Comic-Con. But this year, fans of the actor were left disappointed when he chose to ignore them and the media while he and the cast of the upcoming superhero film, “Thor: Ragnarok” were at Comic-Con to promote their film, which will hit theaters later this year. Tom Hiddleston’s portrayal of villan, Loki in the comic book superhero movie, “Thor” has garnered him legions of fans, mostly female who love his bad boy portrayal of the character.
",celebrity,0
"Kim and Kanye's marriage on the rocks as she's pictured WITHOUT wedding ring
","Although Tom Hiddleston did participate in a panel with the other actors to answer questions about their upcoming film, he chose to skip the the opportunity to take photos with fans or sign autographs. This has left his fans feeling disappointed because some fans actually traveled thousands of miles for the chance to see Tom and get a picture with him.
",celebrity,0
"Kate Middleton Desperate To Save Prince William Marriage: Can't Let Go Of Pampered Royal Lifestyle | Celeb Dirty Laundry
","This is a huge departure from years past, when Tom Hiddleston made it a point to see as many fans as possible. In 2013, while promoting “Thor: The Dark World”, Tom surprised and delighted fans by coming to the convention dressed in his full Loki costume. But this year he all but ignored his fans and only briefly appeared on the panel with the other actors and director of the movie, and left the convention as soon as the panel was over.
",celebrity,0
"Photos Of Angelina Jolie In A Wedding Dress Claim To Prove Quickie Marriage To Rando Brit After Brad Pitt Divorce
","Audience members also remarked that the usually charming actor didn’t appear too excited to be at Comic-Con, with some of Tom’s own fans commenting that the actor appeared to look sad or unhappy. And it wasn’t just his fans that Tom ignored, he also chose to not speak to the media while at the convention. Besides a few questions from fans and the media during the panel discussion, Tom refused to be interviewed by journalists.
",celebrity,0
"Blue Ivy To Play Nurse For Pregnant Mom Beyoncé
","Many believe Tom is still embarrassed by his whirlwind romance with pop star Taylor Swift. Tom and Taylor Swift dated last summer and were heavily criticized for their public displays of affection, including Tom’s decision to wear a tank top declaring his love for the pop star.
",celebrity,0
"Prince William and Kate Middleton Moving Out Of Kensington Palace? | Celeb Dirty Laundry
","Of course, Tom and Taylor Swift’s romance only lasted a few months, but it has been reported that his brief romance with the singer has hurt his Hollywood career, and may have even cost him the opportunity to take over the role of James Bond. For the past few months, Tom has kept a low profile with fans and the media, no doubt in hopes of avoiding questions about his past relationship with Taylor Swift.
",celebrity,0
"Leonardo DiCaprio Enjoys A Date Night With Kate Winslet For His Birthday — See The Pics!
","With only a few weeks until The View premieres with Whoopi Goldberg and Rosie O'Donnell, RadarOnline.com has exclusively learned that on the set, the two divas are already at a stand-off over who will get the moderator seat.
",celebrity,0
"Get Busy! Gwen & Blake Ordered To Show More PDA On 'The Voice'
","Goldberg has sat in the prized moderator seat since taking over from O'Donnell, and now ""Rosie wants it back from Whoopi,"" an insider told Radar. ""It doesn't matter to Rosie that Whoopi has sat there for the last several years. Rosie doesn't want to be sitting anywhere but back in her old spot.""
",celebrity,0
"Chelsea Handler Has Nothing Nice to Say About Ben Affleck (EXCLUSIVE)
","""In Rosie's mind, this is once again her show,"" the source continued. ""Whoopi won't be giving it up, and Rosie even suggested they trade seats every other week. It's all a power trip for Rosie, which is resulting in tension on the staff.""
",celebrity,0
"Donald Trump and First Lady Melania Keep Separate Bedrooms
","PHOTOS: Celebs Who Are Most Popular On Twitter
",celebrity,0
"Robert Pattinson Recovering From Alleged Drinking Problem - Realized Substance Abuse Would Tank Career! | Celeb Dirty Laundry
","And even though Goldberg just signed a four-year contract as a co-host on the hit ABC show,  a source tells The National ENQUIRER that she already wants out!
",celebrity,0
"Scientology Showdown! Katie Holmes & Jenna Elfman Caught In Awkward 'GMA' Run-In
","""Whoopi regrets roping herself in like that and is trying to figure a way out,"" said a source close to Goldberg. ""She wants to do other projects and feels network honchos are holding her back.""
",celebrity,0
"Anorexic Angelina Jolie Wasting Away
","PHOTOS: Don't Adjust Your Screens! Inside The Morning Show Wars – The Biggest Scandals Of TV Titans 'GMA' & 'TODAY'
",celebrity,0
"Jay-Z: 'Jesus Is Fake News; Lucifer Is Way Of Truth And Light'
","Goldberg dissed The View's executive producer and founder Barbara Walters, who retired in May, following a screening of potential replacements.
",celebrity,0
"Caitlyn Jenner's Memoir Reportedly Lands Movie Adaptation, Rob Lowe May Play Her
","Goldberg allegedly snapped​, ""I've been working with a cranky 85-year-old woman who's been mad about everything for two years, and I need a break,"" referring to Walters.
",celebrity,0
"Jennifer Aniston on the Exact Moment She Had It With the Pregnancy Rumors
","After co-hosts Jenny McCarthy and Sherri Shepherd were forced out, and it was announced recently that controversial host O'Donnell will return, Goldberg doesn't trust anyone that's left on the hit show.
",celebrity,0
"Kim Kardashian: Nude Cookbook on the Way?!?
","The tension isn't ""bothering ABC executives because this is what they wanted...There hasn't been this buzz around The View for a long time,"" the insider added. ""Bringing Rosie back was a guarantee that there would be controversy. Rosie has been boasting she will be at The View for a very long time, and won't be playing second fiddle to anyone.""
",celebrity,0
"FKA Twigs Looks Miserable With Robert Pattinson At Cannes Film Festival | Celeb Dirty Laundry
","Drake has had some very high profile relationships with famous women, including Rihanna and Jennifer Lopez, but he may have also included some men in the mix...
",celebrity,0
"Are Chris Pratt & Anna Faris Pregnant With Baby #2?
","According to MTO News, many eyebrows have been raised by the way the Canadian rapper interacted with fellow Canadian superstar The Weeknd at a recent concert.
",celebrity,0
"Sarah Jessica Parker Inherits Vogue Magazine Control From Anna Wintour? | Celeb Dirty Laundry
","While they had a falling out years ago, these photos seem to prove they've clearly gotten a lot closer. From sensually gazing into each others' eyes to how tight their pelvises are pressed against each other, there may be something they're keeping from the public.
",celebrity,0
"Rebounding Revenge! Selena Gomez And Orlando Bloom Are Hooking Up To Make Miranda Kerr And Justin Bieber Jealous?!
","View the photos for yourself here and let us know what you think!
",celebrity,0
"Selena Gomez And The Weeknd Engaged, Planning For Summer 2017 Wedding?
","Selena Gomez & Justin Bieber have sealed their relationship with a very public kiss, but apparently that isn’t the only smooch they’ve been sharing! HollywoodLife.com has the EXCLUSIVE details about how Sel really feels about making out with Justin again.
",celebrity,0
"EXCLUSIVE COVER STORY: MICHAEL DOUGLAS $300 MILLION DIVORCE
","Pictures of Selena Gomez, 25, and Justin Bieber, 23, kissing had us in a complete tailspin when they hit the internet on Nov. 16. But now that the initial shock of Jelena’s PDA moment has died down a little, we want to know even more about what’s really going on between these two and their locked lips. It’s like middle school all over again — was the kiss good? Was it their first? Etcetera, etcetera. Thankfully, a source told HollywoodLife.com EXCLUSIVELY how the “Wolves” singer feels about what it’s like making out with her first love again. See pictures of Selena and Justin’s cutest moments here!
",celebrity,0
"Tom Cruise misses being with family; The Mummy actor to reconnect with daughter Suri Cruise?
","“Selena loves kissing Justin, because not only is he really cute, but he has soft, full, kissable lips,” a source close to the couple tells HollywoodLife.com EXCLUSIVELY. “Selena and Justin can’t get enough of each other right now and Selena is really enjoying the simplest parts of their relationship, which, for her, is the intimacy created with long, soft, wet kisses with Justin. She thinks he is the best kisser ever and is all about making out with him wherever and whenever she can.”
",celebrity,0
"Robert Pattinson Finally Has Successful Movie - Twilight Curse Over? | Celeb Dirty Laundry
","It’s good to know Sel was enjoying herself, because as we’ve previously reported, Justin was super into their ice rink kissing sesh on Nov. 15, as well. They reportedly spent every break in the “Friends” singer’s hockey game sharing tons of sweet smooches! Obviously, fans of the couple haven’t been able to control their excitement about the on-off couple totally being back on — #JelenaIsBack even started trending on Twitter! Clearly the couple’s recent reunion has been welcomed wholeheartedly by shippers of the pair. TBH, only these two could still have people hoping for them to revive their romance after all this time spent apart.
",celebrity,0
"Prince - The Truth Behind His Drug Overdose
","HollywoodLifers, how do you feel about all this Jelena kissing news!? Let us know what you think in the comments below!
",celebrity,0
"Expectant Kylie Jenner Is An ‘Emotional Wreck’ While In Hiding, Source Reveals – ‘She Feels So Alone!’
","The wrath of the Kardashians is the least of Caitlyn Jenner’s worries these days. At the age of 66, the Olympian is losing her hearing and now has to rely on listening aids in her everyday life.
",celebrity,0
"OK! Exclusive: Lindsay Lohan Plans To Move To Russia After Her Wedding To Egor Tarabasov Amid Her Feud With Her Parents Over The Ceremony
","Though ex-wife Kris Jenner has essentially turned her back on Cait during this difficult time, she has seemingly found comfort in hot new squeeze by the name of Sophia Hutchins. In fact, a source says the 21-year-old — who’s also a transgender woman — is very supportive of the reality star and has been a much-needed shoulder to lean on during this difficult time.
",celebrity,0
"Ryan Gosling says he gave up smoking after filming The Nice Guys
","*A contestant on “America’s Got Talent” says her performance at a recent taping was roasted so viciously by new host Tyra Banks that it has caused emotional distress to her young daughter, who was watching from the wings.
",celebrity,0
"The Weeknd Was Spotted Holding Hands With Justin Bieber’s Ex
","The woman, identified in the filing as Jane Doe, filed a lawsuit against Banks on Tuesday in L.A. Superior Court accusing the former model of battery and assault, and seeking damages for infliction of emotional distress, reports Variety.
",celebrity,0
"Kim Kardashian talks her surrogate
","Jane Doe says she and her husband were performing an ode to their daughter, identified as Mary, during a taping on March 19. Once they finished, the woman says that she and her husband were “humiliated” by the judges and the audience, who criticized the song.
",celebrity,0
"Kathy Griffin feels ‘betrayed’ by Anderson Cooper after CNN firing
","According to the suit, Banks added to the humiliation by making fun of the song in front of Mary. Jane Doe alleges that Banks pulled her daughter’s hair back, physically manipulated her, and insinuated that the girl was accidentally conceived.
",celebrity,0
"'Jealous' Kim Tries To Steal Beyonce's Baby Spotlight
","Afterward, “Mary was traumatized and became deeply depressed,” the suit states. “Mary would become extremely nervous and anxious whenever, among other triggering events, she hears any mentions of [the] song and [the] song itself, whenever she ruminates about the events during or related to the performance, and whenever she thinks about the prospective televised airing or use online of Jane Doe and her husband, their performance, as well as the airing and use online of any footages of Mary.”
",celebrity,0
"Brad Pitt Is ""Still in Contact"" With Ex Jennifer Aniston Following Angelina Jolie Divorce (REPORT)
","Reality show contestants typically sign waivers acknowledging that they may be subjected to ridicule and humiliation. However, the suit alleges that Marathon Productions got Mary to sign a contract without her parents’ knowledge or consent, according to Variety.
",celebrity,0
"What Sort of Diva Demands Does Mariah Carey Have for ‘American Idol’?
","After the contestant complained, the company communicated that it would not feature Mary in the broadcast. However, the couple asked that the entire performance not be aired. That request was refused.
",celebrity,0
"Kris Jenner Pushing Kids Into Politics
","UPDATE: As new reports continue to surface regarding Rob Kardashian's relationship with Mehgan James, both took to social media to weigh in on the matter.
",celebrity,0
"Taylor Swift & Justin Bieber Attend Knicks Game - Awkward Run-In?
","""Wait reading online about some chick I'm dating Megan something. Not true never even met her or heard of her before,"" he tweeted Thursday.
",celebrity,0
"Does Madonna Want To Send Rebellious Rocco To Military School?
","James retweeted his message and also wrote on Instagram Friday, ""Before any of you start defaming my character .. I'm CLEARLY not dating rob , nor have I ever confirmed that I was . You all just so happen to believe everything you read. I posted one pair of Arthur George socks 2/3 weeks ago & now all of a sudden I'm a home wrecker, a fraud , a hoe... etc.""
",celebrity,0
"Beyonce Gets a Surprise Visit From Hillary Clinton
","""I'm just 'Megan something.' that most of you 'never heard of,'"" she added. ""I don't have that type of power. I was just as confused as anyone else and was told not to even entertain it.""
",celebrity,0
"Justin Bieber Vacation: Purpose Tour On Hold After Awards Show Rant? | Celeb Dirty Laundry
","As reports swirl around a possible romance between the E! reality star and Mehgan James, E! News can confirm the pair are in fact an item and started dating three months ago. As for what makes their relationship work, an insider tells E! News it's the encouragement Rob feels from the Bad Girls Club star that's really moved the blossoming fling in a positive direction.
",celebrity,0
"Apparently Drake Wants to Settle Down With a Wife, and Well, We Volunteer
","""Mehgan supports Rob and all of his endeavors, and just wants to help him,"" the source shares. ""They are very much best friends. She just wants to be there for him.""
",celebrity,0
"Brad Pitt’s bodyguard says he’s seeing another actor, almost as big as Angelina
","And while we've yet to see the celeb couple step out hand-in-hand, James has taken to social media to support her boyfriend's Arthur George sock line. ""MY best friend knows I love socks & The Kardashians. So she got me a 2 in one,"" she wrote on Instagram last month.
",celebrity,0
"Brad Pitt Struggles To Smile At Hollywood Event While Custody Battle Wears Him Down
","Run ROSIE RUN – right back onto ""The View""! WHY?!
",celebrity,0
"QUEEN BEY!! Beyonce Gets Taylor Swift BANNED From The VMAs
","""THE Real Housewives of Miami"" may be fun to watch on TV, but one of the couples on the Bravo reality show drove Rosie O'Donnell right out of her ritzy neighborhood!
",celebrity,0
"Brad Pitt 'lunged at son Maddox when he tried to defend mum Angelina Jolie'
","The outspoken comedian couldn't stand living near Lisa Hochstein and her plastic surgeon husband Dr. Lenny ""Boob God"" Hochstein on exclusive Star Island, so she sold her home of 18 years for a whopping $16.5 million.
",celebrity,0
"Michelle Obama’s Plastic Surgery Scandal!
","""It was getting a little CRAZY with all those tour boats and that Miami Show...The Beverly...The Mom of Miami, whatever it is, Housewives,"" Rosie told a radio interviewer.
",celebrity,0
"Kim Kardashian's 'Fears Will Explode' If Kanye West Runs For President: She's 'Very Nervous'
","An insider added: ""Rosie thinks the Hochsteins are crass and totally classless, and all the nosy fans and camera crews that come with being a 'Housewife' were driving her nuts.
",celebrity,0
"Kendall Jenner Banned From NBA Over 'Kardashian Curse'
","""She loved Star Island and many of her neighbors. She really thought she would grow old there. But because of Lisa and her husband, she decided to sell her home.""
",celebrity,0
